year,statefip,met2013,perwt,sex,age,race,hispan,bpl,educd,empstat,uhrswork,inctot,incwage
"2019","Tennessee","Memphis, TN-MS-AR",140.00,"Male","63","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",90000,90000
"2019","Tennessee","Memphis, TN-MS-AR",29.00,"Female","78","Black/African American/Negro","Not Hispanic","Tennessee","Grade 8","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",31.00,"Female","63","Black/African American/Negro","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",49900,35000
"2019","Tennessee","Memphis, TN-MS-AR",336.00,"Male","46","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",50000,50000
"2019","Tennessee","Memphis, TN-MS-AR",289.00,"Female","43","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",25000,25000
"2019","Tennessee","Memphis, TN-MS-AR",255.00,"Male","16","Black/African American/Negro","Not Hispanic","Tennessee","Grade 9","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",248.00,"Male","12","Black/African American/Negro","Not Hispanic","Tennessee","Grade 5","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",70.00,"Female","73","White","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","12",18300,5500
"2019","Tennessee","Memphis, TN-MS-AR",47.00,"Male","63","White","Not Hispanic","Virginia","Associate's degree, type not specified","Employed","40",90000,65000
"2019","Tennessee","Memphis, TN-MS-AR",41.00,"Female","62","White","Not Hispanic","California","Regular high school diploma","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",63.00,"Female","31","White","Not Hispanic","Tennessee","12th grade, no diploma","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",79.00,"Male","71","White","Not Hispanic","Ohio","Bachelor's degree","Employed","40",36500,22000
"2019","Tennessee","Memphis, TN-MS-AR",83.00,"Female","44","Black/African American/Negro","Not Hispanic","Tennessee","Grade 11","Unemployed","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",145.00,"Male","24","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",145.00,"Male","20","Black/African American/Negro","Not Hispanic","Texas","Regular high school diploma","Employed","30",7400,7400
"2019","Tennessee","Memphis, TN-MS-AR",129.00,"Female","18","Black/African American/Negro","Not Hispanic","Texas","Grade 11","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",38.00,"Female","67","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Unemployed","5",5300,5300
"2019","Tennessee","Memphis, TN-MS-AR",54.00,"Female","70","Black/African American/Negro","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Not in labor force","N/A",23800,0
"2019","Tennessee","Memphis, TN-MS-AR",123.00,"Male","68","White","Not Hispanic","Iowa","Regular high school diploma","Employed","12",41600,13000
"2019","Tennessee","Memphis, TN-MS-AR",67.00,"Female","51","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",34600,34000
"2019","Tennessee","Memphis, TN-MS-AR",82.00,"Male","45","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",50000,50000
"2019","Tennessee","Memphis, TN-MS-AR",120.00,"Male","48","White","Not Hispanic","Alabama","Bachelor's degree","Employed","36",23000,20000
"2019","Tennessee","Memphis, TN-MS-AR",62.00,"Male","64","White","Not Hispanic","Missouri","1 or more years of college credit, no degree","Employed","30",9000,0
"2019","Tennessee","Memphis, TN-MS-AR",89.00,"Female","73","White","Not Hispanic","New York","Master's degree","Employed","40",65700,47000
"2019","Tennessee","Memphis, TN-MS-AR",488.00,"Female","64","White","Not Hispanic","Colorado","1 or more years of college credit, no degree","Employed","40",29900,22000
"2019","Tennessee","Memphis, TN-MS-AR",227.00,"Female","30","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",35000,35000
"2019","Tennessee","Memphis, TN-MS-AR",351.00,"Male","30","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",38000,38000
"2019","Tennessee","Memphis, TN-MS-AR",479.00,"Female","1","White","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",67.00,"Female","77","White","Not Hispanic","Tennessee","Master's degree","Employed","30",39600,30000
"2019","Tennessee","Memphis, TN-MS-AR",97.00,"Male","53","White","Not Hispanic","Rhode Island","1 or more years of college credit, no degree","Employed","45",40000,40000
"2019","Tennessee","Memphis, TN-MS-AR",108.00,"Male","48","White","Not Hispanic","Minnesota","GED or alternative credential","Employed","25",19200,9600
"2019","Tennessee","Memphis, TN-MS-AR",58.00,"Male","50","White","Not Hispanic","Tennessee","Professional degree beyond a bachelor's degree","Employed","60",476000,476000
"2019","Tennessee","Memphis, TN-MS-AR",48.00,"Female","48","White","Not Hispanic","Tennessee","Master's degree","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",72.00,"Female","11","White","Not Hispanic","Tennessee","Grade 4","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",60.00,"Female","39","White","Not Hispanic","Tennessee","Grade 10","Employed","40",21000,21000
"2019","Tennessee","Memphis, TN-MS-AR",78.00,"Male","38","Black/African American/Negro","Not Hispanic","Tennessee","Grade 9","Employed","40",38400,38400
"2019","Tennessee","Memphis, TN-MS-AR",63.00,"Female","12","Black/African American/Negro","Not Hispanic","Tennessee","Grade 7","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",221.00,"Female","30","Black/African American/Negro","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Employed","50",32000,32000
"2019","Tennessee","Memphis, TN-MS-AR",187.00,"Female","17","Black/African American/Negro","Not Hispanic","Mississippi","Grade 10","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",187.00,"Female","15","Black/African American/Negro","Not Hispanic","Mississippi","Grade 8","N/A","N/A",0,999999
"2019","Tennessee","Memphis, TN-MS-AR",68.00,"Female","42","Black/African American/Negro","Not Hispanic","Illinois","Master's degree","Employed","40",28600,15000
"2019","Tennessee","Memphis, TN-MS-AR",82.00,"Female","13","Black/African American/Negro","Not Hispanic","Illinois","Grade 7","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",68.00,"Female","81","White","Not Hispanic","Mississippi","Master's degree","Not in labor force","N/A",71200,0
"2019","Tennessee","Memphis, TN-MS-AR",132.00,"Female","57","White","Not Hispanic","Arkansas","Bachelor's degree","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",145.00,"Male","58","White","Not Hispanic","New Hampshire","Bachelor's degree","Employed","50",344500,0
"2019","Tennessee","Memphis, TN-MS-AR",83.00,"Female","45","White","Not Hispanic","Tennessee","Associate's degree, type not specified","Employed","40",-6900,0
"2019","Tennessee","Memphis, TN-MS-AR",154.00,"Male","33","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",25000,25000
"2019","Tennessee","Memphis, TN-MS-AR",188.00,"Female","58","Black/African American/Negro","Not Hispanic","South Dakota","1 or more years of college credit, no degree","Employed","40",42000,42000
"2019","Tennessee","Memphis, TN-MS-AR",53.00,"Female","61","White","Not Hispanic","New Jersey","Professional degree beyond a bachelor's degree","Employed","38",177000,177000
"2019","Tennessee","Memphis, TN-MS-AR",52.00,"Male","64","White","Not Hispanic","Florida","Bachelor's degree","Employed","50",62000,62000
"2019","Tennessee","Memphis, TN-MS-AR",83.00,"Male","41","Black/African American/Negro","Not Hispanic","Tennessee","Master's degree","Employed","40",80000,80000
"2019","Tennessee","Memphis, TN-MS-AR",74.00,"Female","40","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",29000,29000
"2019","Tennessee","Memphis, TN-MS-AR",87.00,"Male","9","Black/African American/Negro","Not Hispanic","Tennessee","Grade 2","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",87.00,"Female","8","Black/African American/Negro","Not Hispanic","Tennessee","Grade 2","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",88.00,"Female","14","Black/African American/Negro","Not Hispanic","Tennessee","Grade 8","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",84.00,"Male","75","White","Not Hispanic","Tennessee","Bachelor's degree","Not in labor force","N/A",22900,0
"2019","Tennessee","Memphis, TN-MS-AR",97.00,"Male","55","Three or more major races","Puerto Rican","New York","1 or more years of college credit, no degree","Employed","40",22760,22500
"2019","Tennessee","Memphis, TN-MS-AR",129.00,"Male","58","White","Not Hispanic","Tennessee","Associate's degree, type not specified","Employed","40",120100,120000
"2019","Tennessee","Memphis, TN-MS-AR",57.00,"Female","82","White","Not Hispanic","Arkansas","Regular high school diploma","Not in labor force","N/A",64000,0
"2019","Tennessee","Memphis, TN-MS-AR",93.00,"Female","60","White","Not Hispanic","Indiana","Regular high school diploma","Employed","40",20200,19200
"2019","Tennessee","Memphis, TN-MS-AR",41.00,"Female","84","White","Not Hispanic","Tennessee","Bachelor's degree","Not in labor force","N/A",33600,0
"2019","Tennessee","Memphis, TN-MS-AR",72.00,"Male","86","White","Not Hispanic","Oklahoma","Regular high school diploma","Not in labor force","N/A",38400,0
"2019","Tennessee","Memphis, TN-MS-AR",164.00,"Female","75","Black/African American/Negro","Not Hispanic","Mississippi","Some college, but less than 1 year","Not in labor force","N/A",15000,0
"2019","Tennessee","Memphis, TN-MS-AR",81.00,"Female","72","White","Not Hispanic","Arkansas","Master's degree","Not in labor force","N/A",56000,0
"2019","Tennessee","Memphis, TN-MS-AR",58.00,"Male","75","White","Not Hispanic","Tennessee","Associate's degree, type not specified","Employed","20",133700,56000
"2019","Tennessee","Memphis, TN-MS-AR",332.00,"Female","56","Black/African American/Negro","Not Hispanic","Mississippi","Bachelor's degree","Employed","38",33900,33900
"2019","Tennessee","Memphis, TN-MS-AR",306.00,"Male","58","Black/African American/Negro","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Employed","50",70000,70000
"2019","Tennessee","Memphis, TN-MS-AR",636.00,"Female","31","Black/African American/Negro","Not Hispanic","Mississippi","Bachelor's degree","Employed","38",34000,34000
"2019","Tennessee","Memphis, TN-MS-AR",768.00,"Male","27","Black/African American/Negro","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",28000,28000
"2019","Tennessee","Memphis, TN-MS-AR",478.00,"Male","4","Black/African American/Negro","Not Hispanic","Tennessee","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",161.00,"Female","39","Black/African American/Negro","Not Hispanic","Tennessee","Master's degree","Employed","40",84000,84000
"2019","Tennessee","Memphis, TN-MS-AR",146.00,"Male","38","Black/African American/Negro","Not Hispanic","Tennessee","Bachelor's degree","Employed","45",80000,70000
"2019","Tennessee","Memphis, TN-MS-AR",158.00,"Female","4","Black/African American/Negro","Not Hispanic","Tennessee","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",180.00,"Female","55","Black/African American/Negro","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Employed","40",14500,14500
"2019","Tennessee","Memphis, TN-MS-AR",154.00,"Male","60","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Employed","40",54000,54000
"2019","Tennessee","Memphis, TN-MS-AR",103.00,"Female","54","Black/African American/Negro","Not Hispanic","Louisiana","Bachelor's degree","Employed","50",108000,105000
"2019","Tennessee","Memphis, TN-MS-AR",108.00,"Female","17","Black/African American/Negro","Not Hispanic","Tennessee","Grade 10","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",562.00,"Female","35","Black/African American/Negro","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","40",40000,40000
"2019","Tennessee","Memphis, TN-MS-AR",514.00,"Male","35","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",110000,110000
"2019","Tennessee","Memphis, TN-MS-AR",540.00,"Female","13","Black/African American/Negro","Not Hispanic","Tennessee","Grade 6","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",562.00,"Male","9","Black/African American/Negro","Not Hispanic","Tennessee","Grade 2","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",76.00,"Male","48","White","Not Hispanic","Arkansas","Master's degree","Employed","40",58000,55000
"2019","Tennessee","Memphis, TN-MS-AR",119.00,"Male","70","White","Not Hispanic","Oklahoma","Regular high school diploma","Employed","40",26340,15400
"2019","Tennessee","Memphis, TN-MS-AR",79.00,"Female","67","White","Not Hispanic","Iowa","Regular high school diploma","Employed","37",36900,23700
"2019","Tennessee","Memphis, TN-MS-AR",32.00,"Female","7","Japanese","Cuban","Tennessee","Grade 1","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",110.00,"Female","38","Three or more major races","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","45",30000,30000
"2019","Tennessee","Memphis, TN-MS-AR",95.00,"Male","15","Three or more major races","Not Hispanic","Tennessee","Grade 9","N/A","N/A",0,999999
"2019","Tennessee","Memphis, TN-MS-AR",55.00,"Female","71","Black/African American/Negro","Not Hispanic","Tennessee","GED or alternative credential","Not in labor force","N/A",17400,0
"2019","Tennessee","Memphis, TN-MS-AR",129.00,"Male","44","Black/African American/Negro","Not Hispanic","Illinois","Grade 10","Unemployed","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",72.00,"Male","16","Black/African American/Negro","Not Hispanic","Tennessee","Grade 9","Employed","24",15000,15000
"2019","Tennessee","Memphis, TN-MS-AR",83.00,"Female","6","Black/African American/Negro","Not Hispanic","Tennessee","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",47.00,"Female","81","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",31800,0
"2019","Tennessee","Memphis, TN-MS-AR",69.00,"Female","22","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","25",5000,5000
"2019","Tennessee","Memphis, TN-MS-AR",119.00,"Female","2","Black/African American/Negro","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",163.00,"Male","27","Black/African American/Negro","Not Hispanic","Tennessee","Grade 11","Employed","40",18000,18000
"2019","Tennessee","Memphis, TN-MS-AR",82.00,"Male","54","White","Not Hispanic","Virginia","Some college, but less than 1 year","Employed","40",38200,38000
"2019","Tennessee","Memphis, TN-MS-AR",139.00,"Female","44","White","Not Hispanic","Tennessee","Master's degree","Employed","45",94050,94000
"2019","Tennessee","Memphis, TN-MS-AR",93.00,"Male","15","White","Not Hispanic","Tennessee","Grade 9","N/A","N/A",0,999999
"2019","Tennessee","Memphis, TN-MS-AR",91.00,"Male","12","White","Not Hispanic","Tennessee","Grade 7","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",92.00,"Male","10","White","Not Hispanic","Tennessee","Grade 5","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",242.00,"Female","41","Black/African American/Negro","Not Hispanic","Illinois","Regular high school diploma","Employed","48",1400,1400
"2019","Tennessee","Memphis, TN-MS-AR",522.00,"Male","22","Black/African American/Negro","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","40",5300,5300
"2019","Tennessee","Memphis, TN-MS-AR",296.00,"Female","11","Black/African American/Negro","Not Hispanic","Tennessee","Grade 5","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",72.00,"Female","46","Black/African American/Negro","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","40",50000,50000
"2019","Tennessee","Memphis, TN-MS-AR",69.00,"Male","61","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",87000,87000
"2019","Tennessee","Memphis, TN-MS-AR",80.00,"Female","60","Black/African American/Negro","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Not in labor force","N/A",23000,0
"2019","Tennessee","Memphis, TN-MS-AR",62.00,"Male","35","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","45",73000,73000
"2019","Tennessee","Memphis, TN-MS-AR",52.00,"Female","34","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","6",1700,0
"2019","Tennessee","Memphis, TN-MS-AR",63.00,"Male","4","White","Not Hispanic","New Jersey","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",64.00,"Male","3","White","Not Hispanic","New Jersey","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",93.00,"Male","35","White","Not Hispanic","Arkansas","Bachelor's degree","Employed","40",98000,98000
"2019","Tennessee","Memphis, TN-MS-AR",73.00,"Female","28","White","Not Hispanic","Florida","1 or more years of college credit, no degree","Not in labor force","8",940,0
"2019","Tennessee","Memphis, TN-MS-AR",80.00,"Female","5","White","Not Hispanic","Tennessee","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",122.00,"Male","1","Two major races","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",230.00,"Female","45","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","48",55000,55000
"2019","Tennessee","Memphis, TN-MS-AR",145.00,"Male","56","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",35000,35000
"2019","Tennessee","Memphis, TN-MS-AR",90.00,"Female","41","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","45",22000,22000
"2019","Tennessee","Memphis, TN-MS-AR",128.00,"Male","25","Black/African American/Negro","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",28000,28000
"2019","Tennessee","Memphis, TN-MS-AR",180.00,"Male","20","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Unemployed","15",800,800
"2019","Tennessee","Memphis, TN-MS-AR",54.00,"Female","37","White","Not Hispanic","New York","Bachelor's degree","Employed","40",117000,117000
"2019","Tennessee","Memphis, TN-MS-AR",57.00,"Male","36","White","Not Hispanic","Tennessee","Master's degree","Employed","40",271000,271000
"2019","Tennessee","Memphis, TN-MS-AR",67.00,"Female","8","White","Not Hispanic","Tennessee","Grade 1","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",59.00,"Male","5","White","Not Hispanic","Tennessee","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",129.00,"Male","50","White","Not Hispanic","Kansas","Bachelor's degree","Employed","40",181000,121000
"2019","Tennessee","Memphis, TN-MS-AR",116.00,"Female","64","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",160.00,"Male","14","Black/African American/Negro","Not Hispanic","Tennessee","Grade 9","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",192.00,"Female","13","Black/African American/Negro","Not Hispanic","Tennessee","Grade 7","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",122.00,"Male","27","White","Not Hispanic","Maryland","Associate's degree, type not specified","Employed","50",60000,60000
"2019","Tennessee","Memphis, TN-MS-AR",97.00,"Female","26","White","Not Hispanic","California","1 or more years of college credit, no degree","Employed","60",65000,65000
"2019","Tennessee","Memphis, TN-MS-AR",143.00,"Male","Less than 1 year old","White","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",27.00,"Male","61","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",90000,90000
"2019","Tennessee","Memphis, TN-MS-AR",228.00,"Female","21","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","25",22000,22000
"2019","Tennessee","Memphis, TN-MS-AR",494.00,"Male","1","Black/African American/Negro","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",453.00,"Female","Less than 1 year old","Black/African American/Negro","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",60.00,"Female","41","Black/African American/Negro","Not Hispanic","Illinois","No schooling completed","Not in labor force","N/A",990,0
"2019","Tennessee","Memphis, TN-MS-AR",78.00,"Male","47","Black/African American/Negro","Not Hispanic","Tennessee","No schooling completed","Employed","22",73000,73000
"2019","Tennessee","Memphis, TN-MS-AR",126.00,"Male","21","Black/African American/Negro","Not Hispanic","Mississippi","Some college, but less than 1 year","Employed","45",25000,25000
"2019","Tennessee","Memphis, TN-MS-AR",63.00,"Female","17","Black/African American/Negro","Not Hispanic","Mississippi","Grade 11","Employed","15",9400,9400
"2019","Tennessee","Memphis, TN-MS-AR",133.00,"Male","1","Black/African American/Negro","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",74.00,"Female","52","Two major races","Not Hispanic","California","Professional degree beyond a bachelor's degree","Employed","45",10000,0
"2019","Tennessee","Memphis, TN-MS-AR",75.00,"Male","52","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","65",80000,80000
"2019","Tennessee","Memphis, TN-MS-AR",78.00,"Male","17","White","Not Hispanic","Tennessee","Grade 10","Employed","19",510,510
"2019","Tennessee","Memphis, TN-MS-AR",106.00,"Female","12","White","Not Hispanic","California","Grade 6","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",57.00,"Male","23","White","Not Hispanic","Illinois","Bachelor's degree","Employed","40",55000,55000
"2019","Tennessee","Memphis, TN-MS-AR",60.00,"Male","29","White","Not Hispanic","Missouri","1 or more years of college credit, no degree","Employed","40",75000,75000
"2019","Tennessee","Memphis, TN-MS-AR",251.00,"Male","81","Black/African American/Negro","Not Hispanic","Illinois","1 or more years of college credit, no degree","Not in labor force","N/A",28000,0
"2019","Tennessee","Memphis, TN-MS-AR",230.00,"Female","68","Black/African American/Negro","Not Hispanic","Tennessee","Grade 11","Not in labor force","N/A",8400,0
"2019","Tennessee","Memphis, TN-MS-AR",336.00,"Male","11","Black/African American/Negro","Not Hispanic","Tennessee","Grade 5","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",99.00,"Female","66","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Not in labor force","N/A",17000,0
"2019","Tennessee","Memphis, TN-MS-AR",172.00,"Male","27","Black/African American/Negro","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",36000,36000
"2019","Tennessee","Memphis, TN-MS-AR",60.00,"Male","77","Black/African American/Negro","Not Hispanic","Mississippi","No schooling completed","Not in labor force","N/A",15000,0
"2019","Tennessee","Memphis, TN-MS-AR",59.00,"Female","66","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",73.00,"Female","25","Other race, nec","Other","California","Grade 9","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",113.00,"Female","13","Other Asian or Pacific Islander","Not Hispanic","Tennessee","Grade 6","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",157.00,"Male","10","Other Asian or Pacific Islander","Not Hispanic","Tennessee","Grade 4","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",83.00,"Female","Less than 1 year old","Two major races","Other","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",63.00,"Male","67","Other Asian or Pacific Islander","Not Hispanic","California","GED or alternative credential","Not in labor force","N/A",13500,0
"2019","Tennessee","Memphis, TN-MS-AR",76.00,"Male","35","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","42",85000,85000
"2019","Tennessee","Memphis, TN-MS-AR",87.00,"Female","35","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",86000,86000
"2019","Tennessee","Memphis, TN-MS-AR",64.00,"Female","13","White","Not Hispanic","Tennessee","Grade 7","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",64.00,"Female","10","White","Not Hispanic","Tennessee","Grade 4","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",84.00,"Male","8","White","Not Hispanic","Tennessee","Grade 2","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",40.00,"Female","44","Black/African American/Negro","Not Hispanic","Tennessee","Grade 10","Unemployed","99 (Topcode)",11200,10000
"2019","Tennessee","Memphis, TN-MS-AR",140.00,"Male","12","Black/African American/Negro","Not Hispanic","Tennessee","Grade 7","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",142.00,"Female","9","Black/African American/Negro","Not Hispanic","Tennessee","Grade 3","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",130.00,"Male","3","Black/African American/Negro","Not Hispanic","Tennessee","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",278.00,"Male","22","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","48",20000,20000
"2019","Tennessee","Memphis, TN-MS-AR",362.00,"Female","21","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",5400,0
"2019","Tennessee","Memphis, TN-MS-AR",89.00,"Female","38","Black/African American/Negro","Not Hispanic","Tennessee","Master's degree","Employed","40",45000,45000
"2019","Tennessee","Memphis, TN-MS-AR",105.00,"Male","38","Black/African American/Negro","Not Hispanic","Tennessee","Some college, but less than 1 year","Employed","40",61000,61000
"2019","Tennessee","Memphis, TN-MS-AR",96.00,"Male","11","Black/African American/Negro","Not Hispanic","Tennessee","Grade 6","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",98.00,"Female","69","Black/African American/Negro","Not Hispanic","Tennessee","Some college, but less than 1 year","Not in labor force","N/A",10720,0
"2019","Tennessee","Memphis, TN-MS-AR",50.00,"Female","77","Black/African American/Negro","Not Hispanic","Mississippi","Grade 9","Not in labor force","N/A",12000,0
"2019","Tennessee","Memphis, TN-MS-AR",91.00,"Female","65","Black/African American/Negro","Not Hispanic","Tennessee","Master's degree","Not in labor force","25",30800,30000
"2019","Tennessee","Memphis, TN-MS-AR",45.00,"Male","53","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",4650,0
"2019","Tennessee","Memphis, TN-MS-AR",37.00,"Female","70","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","32",27900,17000
"2019","Tennessee","Memphis, TN-MS-AR",11.00,"Female","62","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",110000,110000
"2019","Tennessee","Memphis, TN-MS-AR",13.00,"Female","66","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","30",59900,38000
"2019","Tennessee","Memphis, TN-MS-AR",483.00,"Male","23","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","50",38000,38000
"2019","Tennessee","Memphis, TN-MS-AR",610.00,"Female","4","Black/African American/Negro","Not Hispanic","Tennessee","No schooling completed","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",609.00,"Female","1","Black/African American/Negro","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",456.00,"Female","24","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",38000,38000
